Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
19.07.2021;66,42;71,49;71,67;65,63;82,57K;-7,51%
19.08.2021;63,69;64,58;64,76;62,63;88,24K;-2,70%
19.10.2021;82,96;82,37;83,74;81,8;82,61K;0,63%
19.11.2021;76,1;78,76;79,92;75,37;30,70K;-3,68%
20.01.2021;53,24;53,13;53,79;53,05;37,84K;0,49%
20.01.2022;86,9;86,23;87,82;86;30,39K;-0,07%
20.02.2022;91,62;91,22;91,74;91,08;-;0,60%
20.04.2021;62,44;63,47;64,25;61,5;33,04K;-1,48%
20.05.2021;62,05;63,39;63,96;61,89;29,62K;-2,07%
20.07.2021;67,42;66,6;67,65;65,21;29,74K;1,51%
20.08.2021;62,32;64,05;64,1;62,11;24,63K;-2,15%
20.09.2021;70,29;71,92;72,08;69,86;75,84K;-2,33%
20.10.2021;83,87;83,34;84,25;81,3;25,72K;1,10%
20.12.2021;68,23;70,07;70,07;66,04;36,73K;-3,71%
21.01.2021;53,13;52,93;53,41;52,75;352,40K;-0,21%
21.01.2022;85,14;84,57;85,56;82,78;509,10K;-2,03%
21.02.2022;92,65;91,62;93,91;89,08;-;1,12%
21.03.2022;112,12;105,13;112,69;104,08;77,22K;7,09%
21.04.2021;61,35;62,39;62,56;60,86;431,49K;-1,75%
21.05.2021;63,58;61,89;64,07;61,56;530,83K;2,47%
21.06.2021;73,66;71,52;73,96;71,15;123,66K;2,82%
21.07.2021;70,3;66,45;70,51;66,44;503,03K;4,27%
21.09.2021;70,56;70,59;71,63;69,67;37,61K;0,38%
21.10.2021;82,5;83,58;83,96;80,79;567,50K;-1,63%
21.12.2021;71,12;69,21;71,55;68,56;358,78K;4,24%
22.01.2021;52,27;53,1;53,16;51,44;437,48K;-1,62%
22.02.2021;61,49;58,88;61,84;58,82;37,04K;3,80%
22.02.2022;92,35;91,75;96;90,35;40,75K;-0,32%
22.03.2021;61,55;61,55;61,9;60,39;28,26K;0,21%
22.03.2022;111,76;112,9;115,01;109,3;22,94K;-0,32%
22.04.2021;61,43;61,11;61,87;60,61;344,70K;0,13%
22.06.2021;73,06;73,41;73,95;72,94;29,00K;-0,81%
22.07.2021;71,91;70,22;72,03;69,86;435,18K;2,29%
22.09.2021;72,23;70,85;72,3;70,64;381,06K;2,37%
22.10.2021;83,76;82,61;84,22;81,76;465,36K;1,53%
22.11.2021;76,75;75,75;77,16;74,76;465,77K;0,85%
22.12.2021;72,76;71,27;73,16;70,8;306,71K;2,31%
23.02.2021;61,67;62,16;63;60,67;570,68K;0,29%
23.02.2022;92,1;91,74;93,9;90,64;440,57K;-0,27%
23.03.2021;57,76;61,28;61,35;57,25;712,32K;-6,16%
23.03.2022;114,93;108,85;115,4;108,38;289,18K;2,84%
23.04.2021;62,14;61,65;62,43;61,25;345,41K;1,16%
23.06.2021;73,08;72,91;74,25;72,82;429,21K;0,03%
23.07.2021;72,07;71,71;72,21;71,39;274,78K;0,22%
23.08.2021;65,64;61,96;66;61,74;397,29K;5,33%
23.09.2021;73,3;71,97;73,5;71,61;403,41K;1,48%
23.11.2021;78,5;76,46;78,86;75,3;506,99K;2,28%
23.12.2021;73,79;73,03;73,95;72,27;270,22K;1,42%
24.01.2022;83,31;84,91;86,09;81,9;511,70K;-2,15%
24.02.2021;63,22;61,29;63,51;60,97;489,93K;2,51%
24.02.2022;92,81;92,52;100,54;91,45;872,24K;0,77%
24.03.2021;61,18;57,4;61,34;57,29;566,29K;5,92%
24.03.2022;112,34;114,47;116,64;110,61;307,24K;-2,25%
24.05.2021;66,05;63,87;66,14;63,63;466,65K;3,88%
24.06.2021;73,3;73,28;73,61;72,32;334,83K;0,30%
24.08.2021;67,54;65,54;67,8;65,41;335,89K;2,89%
24.09.2021;73,98;73,24;74,27;72,81;350,38K;0,93%
24.11.2021;78,39;78,48;79,23;77,98;328,85K;-0,14%
25.01.2021;52,77;52,17;52,95;51,82;349,08K;0,96%
25.01.2022;85,6;84,15;85,71;82,99;507,22K;2,75%
25.02.2021;63,53;63,39;63,81;62,65;510,36K;0,49%
25.02.2022;91,59;93,32;95,64;90,06;523,79K;-1,31%
25.03.2021;58,56;60,8;60,86;57,44;580,11K;-4,28%
25.03.2022;113,9;111,75;114,12;108,68;320,30K;1,39%
25.05.2021;66,07;66,02;66,51;65,41;497,39K;0,03%
25.06.2021;74,05;73,32;74,18;72,85;364,72K;1,02%
25.08.2021;68,36;67,63;68,54;66,92;353,74K;1,21%
25.10.2021;83,76;83,98;85,41;83,39;568,73K;0,00%
25.11.2021;77,41;78,38;78,65;77,28;-;-1,25%
26.01.2021;52,61;52,91;53,25;52,29;314,54K;-0,30%
26.01.2022;87,35;85,26;87,95;85,01;459,64K;2,04%
26.02.2021;61,5;63,46;63,57;61,34;472,72K;-3,20%
26.03.2021;60,97;58,48;61,36;58,32;472,00K;4,12%
26.04.2021;61,91;62,06;62,31;60,66;366,87K;-0,37%
26.05.2021;66,21;66,04;66,43;65,25;376,21K;0,21%
26.07.2021;71,91;72,18;72,43;70,56;395,74K;-0,22%
26.08.2021;67,42;68;68,31;67,02;344,29K;-1,38%
26.10.2021;84,65;83,72;84,88;82,97;467,72K;1,06%
26.11.2021;68,15;78,34;78,65;67,4;844,63K;-11,96%
27.01.2021;52,85;52,76;53,3;51,85;442,38K;0,46%
27.01.2022;86,61;87,15;88,54;86,2;427,80K;-0,85%
27.03.2022;110,72;111,12;111,85;110,47;-;-2,79%
27.04.2021;62,94;61,97;63,3;61,91;361,54K;1,66%
27.05.2021;66,85;66,16;66,92;65,47;337,54K;0,97%
27.07.2021;71,65;72,22;72,33;71,08;333,12K;-0,36%
27.08.2021;68,74;67,75;69,05;67,52;326,06K;1,96%
27.09.2021;75,45;74,19;75,75;74,16;417,83K;1,99%
27.10.2021;82,66;84,39;84,51;82,01;529,95K;-2,35%
27.12.2021;75,57;73,38;76,09;72,57;268,49K;2,41%
28.01.2021;52,34;52,65;53,58;52,04;411,41K;-0,96%
